"ncbi_taxon_id","aphia_id","species_canonical","synonyms","subspecies","target_list_status","sequencing_status","status","publication_id","rank","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","modified","spec_code","order","family_x","Genus","authority","FBname","DemersPelag","Subfamily","depth_min_in_m","depth_max_in_m","common_depth_min","common_depth_max","length_max_in_cm","common_length_in_cm","weight_max_in_g","TempMin","TempMax"
2913375,398604,"Parapercis basimaculata","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63763,"Perciformes","Pinguipedidae","Parapercis","Randall, Senou & Yoshino, 2008",NA,"benthopelagic",NA,40,70,NA,NA,7.75,NA,NA,NA,NA
1522411,398610,"Parapercis pacifica","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,64230,"Perciformes","Pinguipedidae","Parapercis","Imamura & Yoshino, 2007",NA,"benthopelagic",NA,0,6,NA,NA,18.579999923706,NA,NA,NA,NA
1647162,398611,"Parapercis queenslandica","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,64231,"Perciformes","Pinguipedidae","Parapercis","Imamura & Yoshino, 2007",NA,"benthopelagic",NA,1,27,NA,NA,20.7900009155273,NA,NA,NA,NA
1215175,398612,"Parapercis shaoi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,64845,"Perciformes","Pinguipedidae","Parapercis","Randall, 2008",NA,"benthopelagic",NA,NA,160,NA,NA,15.3000001907349,NA,NA,NA,NA
2986117,398615,"Simipercis trispinosa","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63536,"Perciformes","Pinguipedidae","Simipercis","Johnson & Randall, 2006","Threespine grubfish","benthopelagic",NA,51,170,NA,NA,13.5,NA,NA,NA,NA
1405685,398621,"Laiphognathus longispinis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,64223,"Blenniiformes","Blenniidae","Laiphognathus","Murase, 2007","Crown spotty blenny","demersal","Blenniinae",5,30,NA,NA,5.11999988555908,NA,NA,NA,NA
879521,398622,"Rhabdoblennius nitidus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,13762,"Blenniiformes","Blenniidae","Rhabdoblennius","(Günther, 1861)","Barred-chin blenny","reef-associated","Salariinae",0,2,NA,NA,8.30000019073486,NA,NA,NA,NA
1607743,398623,"Scartella itajobi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,64883,"Blenniiformes","Blenniidae","Scartella","Rangel & Mendes, 2009",NA,"demersal","Salariinae",NA,NA,NA,NA,4.69999980926514,NA,NA,NA,NA
1054630,398626,"Paratrypauchen microcephalus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2009-06-10 14:51:32,8214,"Gobiiformes","Gobiidae","Paratrypauchen","(Bleeker, 1860)","Comb goby","demersal","Amblyopinae",0,10,NA,NA,18,NA,NA,NA,NA
2768282,398629,"Asterropteryx senoui","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63889,"Gobiiformes","Gobiidae","Asterropteryx","Shibukawa & Suzuki, 2007","Senou's goby","demersal","Gobiinae",15,65,NA,NA,2.49000000953674,NA,NA,NA,NA
691204,398631,"Ctenogobiops mitodes","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63937,"Gobiiformes","Gobiidae","Ctenogobiops","Randall, Shao & Chen, 2007","Thread shrimpgoby","reef-associated","Gobiinae",9,21,NA,NA,5.34000015258789,NA,NA,NA,NA
1762059,398634,"Didogobius wirtzi","[]","-","long_list","-","superseded combination","-","Species",1,0,0,0,NA,2024-11-20 18:40:07,NA,"Gobiiformes","Gobiidae",NA,"Schliewen & Kovačić, 2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564196,398635,"Elacatinus phthirophagus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,64757,"Gobiiformes","Gobiidae","Elacatinus","Sazima, Carvalho-Filho & Sazima, 2008","Noronha cleaner goby","benthopelagic","Gobiinae",3,18,NA,NA,3.1800000667572,NA,NA,NA,NA
2506955,398637,"Eviota tigrina","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,64746,"Gobiiformes","Gobiidae","Eviota","Greenfield & Randall, 2008","Tiger dwarfgoby","benthopelagic","Gobiinae",16,NA,NA,NA,2.17000007629395,NA,NA,NA,NA
2845813,398641,"Grallenia arenicola","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63719,"Gobiiformes","Gobiidae","Grallenia","Shibukawa & Iwata, 2007",NA,"reef-associated","Gobiinae",10,50,NA,NA,1.94000005722046,NA,NA,NA,NA
1642176,398647,"Obliquogobius yamadai","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63894,"Gobiiformes","Gobiidae","Obliquogobius","Shibukawa & Aonuma, 2007",NA,"demersal","Gobiinae",99,165,NA,NA,5.15999984741211,NA,NA,NA,NA
2768310,398649,"Platygobiopsis tansei","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63766,"Gobiiformes","Gobiidae","Platygobiopsis","Okiyama, 2008",NA,"demersal","Gobiinae",60,136,NA,NA,4.67999982833862,NA,NA,NA,NA
622414,398653,"Tomiyamichthys lanceolatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,23645,"Gobiiformes","Gobiidae","Tomiyamichthys","(Yanagisawa, 1978)","Lanceolate shrimpgoby","reef-associated","Gobiinae",10,25,NA,NA,7.5,NA,NA,NA,NA
1402057,398658,"Trimma fucatum","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63544,"Gobiiformes","Gobiidae","Trimma","Winterbottom & Southcott, 2007","Harlot pygmygoby","reef-associated","Gobiinae",0,23,NA,NA,1.98000001907349,NA,NA,NA,NA
1402058,398659,"Trimma gigantum","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63541,"Gobiiformes","Gobiidae","Trimma","Winterbottom & Zur, 2007","Giant pygmygoby","reef-associated","Gobiinae",57,73,NA,NA,2.99000000953674,NA,NA,NA,NA
1402046,398661,"Trimma kudoi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63759,"Gobiiformes","Gobiidae","Trimma","Suzuki & Senou, 2008","Kudo's pygmygoby","demersal","Gobiinae",27,45,NA,NA,2.50999999046326,NA,NA,NA,NA
2938730,398662,"Trimma nomurai","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63945,"Gobiiformes","Gobiidae","Trimma","Suzuki & Senou, 2007","Lilac pygmygoby","reef-associated","Gobiinae",35,70,NA,NA,1.91999995708466,NA,NA,NA,NA
1478011,398663,"Trimma randalli","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63542,"Gobiiformes","Gobiidae","Trimma","Winterbottom & Zur, 2007","Randall’s pygmygoby","reef-associated","Gobiinae",6,20,NA,NA,1.97000002861023,NA,NA,NA,NA
1402065,398665,"Trimma tauroculum","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63543,"Gobiiformes","Gobiidae","Trimma","Winterbottom & Zur, 2007","Bullseye pygmygoby","reef-associated","Gobiinae",27,73,NA,NA,1.91999995708466,NA,NA,NA,NA
1402045,398666,"Trimma yanagitai","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63944,"Gobiiformes","Gobiidae","Trimma","Suzuki & Senou, 2007","Brown pygmygoby","reef-associated","Gobiinae",35,56,NA,NA,3.6800000667572,NA,NA,NA,NA
1478014,398667,"Trimma yanoi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63760,"Gobiiformes","Gobiidae","Trimma","Suzuki & Senou, 2008","Pudgy pygmygoby","demersal","Gobiinae",8,70,NA,NA,2.1800000667572,NA,NA,NA,NA
3040441,398668,"Vanderhorstia attenuata","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63956,"Gobiiformes","Gobiidae","Vanderhorstia","Randall, 2007","Tapertail shrimpgoby","benthopelagic","Gobiinae",15,48,NA,NA,3.63000011444092,NA,NA,NA,NA
3040442,398669,"Vanderhorstia auronotata","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63959,"Gobiiformes","Gobiidae","Vanderhorstia","Randall, 2007","Gold-marked shrimpgoby","benthopelagic","Gobiinae",20,25,NA,NA,NA,NA,NA,NA,NA
3002010,398671,"Vanderhorstia dorsomacula","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63961,"Gobiiformes","Gobiidae","Vanderhorstia","Randall, 2007","Dorsalspot shrimpgoby","benthopelagic","Gobiinae",20,38,NA,NA,NA,NA,NA,NA,NA
1559932,398678,"Ptereleotris brachyptera","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63850,"Gobiiformes","Microdesmidae","Ptereleotris","Randall & Suzuki, 2008","Lowfin dartfish","reef-associated","Ptereleotrinae",20,38,NA,NA,5.40000009536743,NA,NA,NA,NA
2057068,398688,"Aseraggodes cheni","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,64596,"Pleuronectiformes","Soleidae","Aseraggodes","Randall & Senou, 2007",NA,"reef-associated",NA,14,48,NA,NA,7.44999980926514,NA,NA,NA,NA
3040393,398697,"Aseraggodes winterbottomi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63920,"Pleuronectiformes","Soleidae","Aseraggodes","Randall & Desoutter-Meniger, 2007","Negros sole","reef-associated",NA,4,26,NA,NA,4.63000011444092,NA,NA,NA,NA
1903153,398698,"Aseraggodes xenicus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,8908,"Pleuronectiformes","Soleidae","Aseraggodes","(Matsubara & Ochiai, 1963)","Dwarf sole","demersal",NA,6,10,NA,NA,8,NA,NA,NA,NA
1633478,398702,"Cynoglossus ochiaii","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63758,"Pleuronectiformes","Cynoglossidae","Cynoglossus","Yokogawa, Endo & Sakaji, 2008",NA,"demersal","Cynoglossinae",50,220,100,NA,18,NA,NA,NA,NA
637535,398703,"Symphurus thermophilus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,64628,"Pleuronectiformes","Cynoglossidae","Symphurus","Munroe & Hashimoto, 2008","Western Pacific tonguefish","bathydemersal","Symphurinae",239,733,NA,NA,8.71000003814697,NA,NA,19,22
433687,398705,"Takifugu variomaculatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-10 14:51:32,63998,"Tetraodontiformes","Tetraodontidae","Takifugu","Li & Kuang, 2002",NA,"demersal","Tetraodontinae",NA,NA,NA,NA,13.710000038147,NA,NA,NA,NA
104631,399506,"Lampetra ayresii","[]","-","long_list","-","unaccepted","-","Species",1,1,1,0,NA,2009-06-15 12:24:27,2522,"Petromyzontiformes","Petromyzontidae","Lampetra","(Günther, 1870)","Western river lamprey","demersal","Lampetrinae",NA,NA,NA,NA,28.1000003814697,20.5,NA,NA,NA
1072479,399783,"Myliobatis freminvillei","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2013-01-08 11:20:45,1251,"Myliobatiformes","Myliobatidae","Myliobatis","Lesueur, 1824","Bullnose eagle ray","benthopelagic",NA,0,100,1,10,129,70,NA,NA,NA
2026185,400058,"Sardinella fijiensis","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2021-08-05 07:09:58,1506,"Clupeiformes","Clupeidae","Sardinella","(Fowler & Bean, 1923)","Fiji sardinella","pelagic-neritic",NA,0,50,NA,NA,11.5,NA,NA,NA,NA
1206991,400491,"Regalecus russellii","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2021-08-06 07:01:50,25038,"Lampriformes","Regalecidae","Regalecus","(Cuvier, 1816)","Oarfifsh","bathypelagic",NA,NA,NA,NA,NA,800,NA,NA,NA,NA
2099950,400978,"Microphis lineatus","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2020-04-23 08:42:40,26235,"Syngnathiformes","Syngnathidae","Microphis","(Kaup, 1856)","Opossum pipefish","pelagic-neritic","Nerophinae",NA,NA,NA,NA,19.3999996185303,NA,NA,NA,NA
179358,401555,"Alectis alexandrina","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2013-01-08 11:20:45,NA,"Carangiformes","Carangidae",NA,"(Geoffroy Saint-Hilaire, 1817)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1432685,401758,"Lutjanus timoriensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2013-01-08 11:20:45,182,"Eupercaria incertae sedis","Lutjanidae","Lutjanus","(Quoy & Gaimard, 1824)","Timor snapper","reef-associated","Lutjaninae",20,150,NA,NA,73.6999969482422,30,6677,NA,NA
586789,402161,"Centropyge loriculus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2020-04-23 08:42:40,7814,"Acanthuriformes","Pomacanthidae","Centropyge","(Günther, 1874)","Flame angel","reef-associated",NA,0,60,NA,NA,15,NA,NA,NA,NA
2012954,402817,"Tomiyamichthys russus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2020-04-23 08:42:40,59828,"Gobiiformes","Gobiidae","Tomiyamichthys","(Cantor, 1849)","Ocellated shrimpgoby","demersal","Gobiinae",1,5,NA,NA,12,NA,NA,NA,NA
1477999,402918,"Trimma caudomaculatum","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2022-06-01 08:48:29,68677,"Gobiiformes","Gobiidae","Trimma","Yoshino & Araga, 1975","Blotch-tailed pygmygoby","reef-associated","Gobiinae",3,NA,NA,NA,2.69000005722046,NA,NA,NA,NA
153211,403345,"Dagetichthys lusitanicus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2017-11-26 20:16:24,8854,"Pleuronectiformes","Soleidae","Dagetichthys","(de Brito Capello, 1868)","Portuguese sole","demersal",NA,0,125,NA,NA,40,NA,NA,NA,NA
990645,403346,"Synaptura marginata","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2023-01-10 08:56:01,NA,"Pleuronectiformes","Soleidae",NA,"(Boulenger, 1900)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229058,403462,"Ostracion cubicum","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2022-03-02 13:57:09,6555,"Tetraodontiformes","Ostraciidae","Ostracion","Linnaeus, 1758","Yellow boxfish","reef-associated",NA,1,280,1,50,45,NA,NA,NA,NA
452642,404089,"Lutra sumatrana","[]","-","long_list","-","accepted","-","Species",1,1,1,1,NA,2010-05-20 10:09:49,NA,"Carnivora","Mustelidae",NA,"(Gray, 1865)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76722,404123,"Aonyx capensis","[]","-","long_list","-","accepted","-","Species",1,NA,1,1,NA,2010-05-20 10:09:49,NA,"Carnivora","Mustelidae",NA,"(Schinz, 1821)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494514,404130,"Vulpes lagopus","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2010-05-20 10:09:49,NA,"Carnivora","Canidae",NA,"(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46552,405082,"Diomedea amsterdamensis","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2021-08-24 06:41:21,NA,"Procellariiformes","Diomedeidae",NA,"Roux, Jouventin, Mougin, Stahl & Weimerskirch, 1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79623,405084,"Diomedea antipodensis","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2009-06-23 10:03:15,NA,"Procellariiformes","Diomedeidae",NA,"Robertson & Warham, 1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2495534,405087,"Eudyptes moseleyi","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Sphenisciformes","Spheniscidae",NA,"Mathews & Iredale, 1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118833,405103,"Procelsterna cerulea","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2009-06-23 10:03:15,NA,"Charadriiformes","Laridae",NA,"(Bennett, 1840)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2570218,405105,"Pterodroma brevipes","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2009-06-23 10:03:15,NA,"Procellariiformes","Procellariidae",NA,"(Peale, 1848)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57248,405107,"Pterodroma heraldica","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2009-06-23 10:03:15,NA,"Procellariiformes","Procellariidae",NA,"(Salvin, 1888)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944221,405108,"Pterodroma sandwichensis","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2009-06-23 10:03:15,NA,"Procellariiformes","Procellariidae",NA,"(Ridgway, 1884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658925,405111,"Tachyeres brachypterus","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Anseriformes","Anatidae",NA,"(Gmelin, 1789)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658926,405112,"Tachyeres leucocephalus","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2009-06-23 10:03:15,NA,"Anseriformes","Anatidae",NA,"Humphrey & Thompson, 1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75881,405113,"Tachyeres pteneres","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2009-06-23 10:03:15,NA,"Anseriformes","Anatidae",NA,"(Forster, 1844)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79625,405117,"Diomedea gibsoni","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2009-06-23 10:03:15,NA,"Procellariiformes","Diomedeidae",NA,"Robertson & Warham, 1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265598,407680,"Hydrophis lamberti","[]","-","long_list","-","accepted","-","Species",1,NA,NA,NA,NA,2009-06-30 06:57:17,NA,"Squamata","Elapidae",NA,"Smith, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264966,407681,"Hydrophis pachycercos","[]","-","long_list","-","accepted","-","Species",1,NA,NA,NA,NA,2009-06-30 06:57:17,NA,"Squamata","Elapidae",NA,"Fischer, 1855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545055,407687,"Parapistocalamus hedigeri","[]","-","long_list","-","accepted","-","Species",1,NA,NA,NA,NA,2009-06-30 06:57:17,NA,"Squamata","Elapidae",NA,"Roux, 1934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1162982,407689,"Polyodontognathus caerulescens","[]","-","long_list","-","accepted","-","Species",1,NA,NA,NA,NA,2009-06-30 06:57:17,NA,"Squamata","Elapidae",NA,"Shaw, 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161940,413970,"Cryptoblepharus boutonii","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2010-02-06 11:38:45,NA,"Squamata","Scincidae",NA,"(Des Jardins, 1831)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257867,416678,"Platalea leucorodia","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-08 06:18:06,NA,"Ciconiiformes","Threskiornithidae",NA,"Linnaeus, 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8832,416679,"Aix galericulata","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Anseriformes","Anatidae",NA,"(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56278,416681,"Anas formosa","[]","-","long_list","-","unaccepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Anseriformes","Anatidae",NA,"Georgi, 1775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8843,416682,"Anser anser","[]","-","long_list","-","accepted","-","Species",1,1,1,1,NA,2011-04-08 06:18:06,NA,"Anseriformes","Anatidae",NA,"(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132585,416683,"Anser brachyrhynchus","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Anseriformes","Anatidae",NA,"Baillon, 1834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132586,416684,"Anser erythropus","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-08 06:18:06,NA,"Anseriformes","Anatidae",NA,"(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132587,416685,"Anser fabalis","[]","-","long_list","-","accepted","-","Species",1,NA,1,1,NA,2011-04-08 06:18:06,NA,"Anseriformes","Anatidae",NA,"(Latham, 1787)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197939,416686,"Aythya nyroca","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-08 06:18:06,NA,"Anseriformes","Anatidae",NA,"(Güldenstädt, 1770)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184715,416687,"Branta ruficollis","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-08 06:18:06,NA,"Anseriformes","Anatidae",NA,"(Pallas, 1769)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30387,416688,"Netta rufina","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-08 06:18:06,NA,"Anseriformes","Anatidae",NA,"(Pallas, 1773)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45639,416689,"Tadorna ferruginea","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2020-08-04 07:26:30,NA,"Anseriformes","Anatidae",NA,"(Pallas, 1764)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670354,416693,"Porzana porzana","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Gruiformes","Rallidae",NA,"(Linnaeus, 1766)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85105,416696,"Burhinus oedicnemus","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Charadriiformes","Burhinidae",NA,"(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2879218,416697,"Cursorius cursor","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Charadriiformes","Glareolidae",NA,"(Latham, 1787)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114734,416701,"Gallinago media","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2021-08-05 06:54:47,NA,"Charadriiformes","Scolopacidae",NA,"(Latham, 1787)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48399,422566,"Crocodylus acutus","[]","-","long_list","-","accepted","-","Species",1,1,NA,NA,NA,2019-09-16 06:11:02,NA,NA,"Crocodylidae",NA,"(Cuvier, 1807)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8871,422568,"Dendrocygna arborea","[]","-","long_list","-","accepted","-","Species",1,1,1,1,NA,2011-04-08 06:18:06,NA,"Anseriformes","Anatidae",NA,"(Linnaeus, 1758)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75846,422572,"Anas fulvigula","[]","-","long_list","-","accepted","-","Species",1,1,1,1,NA,2011-04-08 06:18:06,NA,"Anseriformes","Anatidae",NA,"Ridgway, 1874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75834,422573,"Anas bahamensis","[]","-","long_list","-","accepted","-","Species",1,1,1,1,NA,2011-04-08 06:18:06,NA,"Anseriformes","Anatidae",NA,"Linnaeus, 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85097,422575,"Gavia pacifica","[]","-","long_list","-","accepted","-","Species",1,1,1,1,NA,2011-04-08 06:18:06,NA,"Gaviiformes","Gaviidae",NA,"(Lawrence, 1858)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56074,422580,"Egretta rufescens","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-08 06:18:06,NA,"Ciconiiformes","Ardeidae",NA,"(Gmelin, 1789)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371920,422584,"Platalea ajaja","[]","-","long_list","-","accepted","-","Species",1,1,1,1,NA,2011-04-08 06:18:06,NA,"Ciconiiformes","Threskiornithidae",NA,"Linnaeus, 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395889,422607,"Stercorarius maccormicki","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-08 06:18:06,NA,"Charadriiformes","Stercorariidae",NA,"Saunders, 1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57406,422617,"Chloroceryle americana","[]","-","long_list","-","accepted","-","Species",1,1,1,1,NA,2011-04-08 06:18:06,NA,"Coraciiformes","Alcedinidae",NA,"(Gmelin, 1788)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50367,422886,"Somateria fischeri","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-08 06:18:06,NA,"Anseriformes","Anatidae",NA,"(Brandt, 1847)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28699,422957,"Aethia psittacula","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Charadriiformes","Alcidae",NA,"(Pallas, 1769)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48681,445503,"Puffinus mauretanicus","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-08 06:18:06,NA,"Procellariiformes","Procellariidae",NA,"Lowe, 1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189058,446125,"Neophocaena asiaeorientalis","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2009-12-31 18:14:43,NA,"Cetartiodactyla","Phocoenidae",NA,"Pilleri & Gihr, 1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458089,446492,"Egretta eulophotes","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-08 06:18:06,NA,"Ciconiiformes","Ardeidae",NA,"(Swinhoe, 1860)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
