"ncbi_taxon_id","aphia_id","species_canonical","synonyms","subspecies","target_list_status","sequencing_status","status","publication_id","rank","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","modified","spec_code","order","family_x","Genus","authority","FBname","DemersPelag","Subfamily","depth_min_in_m","depth_max_in_m","common_depth_min","common_depth_max","length_max_in_cm","common_length_in_cm","weight_max_in_g","TempMin","TempMax"
998002,218959,"Coris caudimacula","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8026,"Eupercaria incertae sedis","Labridae","Coris","(Quoy & Gaimard, 1834)","Spottail coris","reef-associated","Corinae",1,57,3,25,20,NA,NA,24,28
241281,218960,"Coris gaimard","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5625,"Eupercaria incertae sedis","Labridae","Coris","(Quoy & Gaimard, 1824)","African coris","reef-associated","Corinae",0,50,NA,NA,40,20,NA,NA,NA
998003,218961,"Coris cuvieri","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,52844,"Eupercaria incertae sedis","Labridae","Coris","(Bennett, 1831)",NA,"reef-associated","Corinae",2,50,NA,NA,38,NA,NA,NA,NA
586807,218964,"Coris formosa","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7736,"Eupercaria incertae sedis","Labridae","Coris","(Bennett, 1830)","Queen coris","reef-associated","Corinae",NA,20,2,50,60,NA,NA,24,27
241285,218966,"Cymolutes torquatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5608,"Eupercaria incertae sedis","Labridae","Cymolutes","(Valenciennes, 1840)","Finescale razorfish","reef-associated","Cheilininae",2,20,6,NA,20,NA,NA,NA,NA
241284,218967,"Cymolutes praetextatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5607,"Eupercaria incertae sedis","Labridae","Cymolutes","(Quoy & Gaimard, 1834)","Knife razorfish","reef-associated","Cheilininae",2,10,NA,NA,20,NA,NA,NA,NA
241287,218970,"Diproctacanthus xanthurus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5108,"Eupercaria incertae sedis","Labridae","Diproctacanthus","(Bleeker, 1856)","Yellowtail tubelip","reef-associated",NA,2,25,2,20,10,NA,NA,24,28
241289,218972,"Epibulus insidiator","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5606,"Eupercaria incertae sedis","Labridae","Epibulus","(Pallas, 1770)","Sling-jaw wrasse","reef-associated","Cheilininae",0,50,NA,NA,54,NA,NA,NA,NA
8249,218975,"Gomphosus varius","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5626,"Eupercaria incertae sedis","Labridae","Gomphosus","Lacepède, 1801","Bird wrasse","reef-associated",NA,0,35,2,30,30,NA,NA,24,28
239037,218976,"Gomphosus caeruleus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7744,"Eupercaria incertae sedis","Labridae","Gomphosus","Lacepède, 1801","Green birdmouth wrasse","reef-associated",NA,1,35,NA,NA,32,NA,NA,NA,NA
556051,218979,"Halichoeres zeylonicus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,13050,"Eupercaria incertae sedis","Labridae","Halichoeres","(Bennett, 1833)","Goldstripe wrasse","reef-associated","Corinae",10,40,NA,NA,20,NA,NA,NA,NA
990592,218980,"Halichoeres trispilus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,25689,"Eupercaria incertae sedis","Labridae","Halichoeres","Randall & Smith, 1982","Triplespot wrasse","reef-associated","Corinae",15,56,NA,NA,9.5,NA,NA,NA,NA
997970,218984,"Halichoeres cosmetus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,25372,"Eupercaria incertae sedis","Labridae","Halichoeres","Randall & Smith, 1982","Adorned wrasse","reef-associated","Corinae",2,31,NA,NA,13,NA,NA,NA,NA
241293,218985,"Halichoeres hortulanus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,12663,"Eupercaria incertae sedis","Labridae","Halichoeres","(Lacepède, 1801)","Checkerboard wrasse","reef-associated","Corinae",0,40,1,30,27,NA,NA,24,28
317497,218986,"Halichoeres nebulosus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,6663,"Eupercaria incertae sedis","Labridae","Halichoeres","(Valenciennes, 1839)","Nebulous wrasse","reef-associated","Corinae",1,40,NA,NA,12,NA,NA,NA,NA
241294,218987,"Halichoeres margaritaceus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5630,"Eupercaria incertae sedis","Labridae","Halichoeres","(Valenciennes, 1839)","Pink-belly wrasse","reef-associated","Corinae",0,5,NA,NA,12.5,NA,NA,NA,NA
241300,218990,"Halichoeres scapularis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5633,"Eupercaria incertae sedis","Labridae","Halichoeres","(Bennett, 1832)","Zigzag wrasse","reef-associated","Corinae",1,20,NA,NA,20,NA,NA,NA,NA
241295,218991,"Halichoeres marginatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5631,"Eupercaria incertae sedis","Labridae","Halichoeres","Rüppell, 1835","Dusky wrasse","reef-associated","Corinae",0,30,NA,NA,18,NA,NA,NA,NA
347727,218992,"Halichoeres lapillus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8021,"Eupercaria incertae sedis","Labridae","Halichoeres","Smith, 1947","Jewelled wrasse","reef-associated","Corinae",5,15,NA,NA,14,NA,NA,NA,NA
1366057,218994,"Halichoeres timorensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4860,"Eupercaria incertae sedis","Labridae","Halichoeres","(Bleeker, 1852)","Timor wrasse","reef-associated","Corinae",5,15,NA,NA,12,NA,NA,NA,NA
317495,218995,"Halichoeres nigrescens","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2009-06-16 07:05:49,58179,"Eupercaria incertae sedis","Labridae","Halichoeres","(Bloch & Schneider, 1801)","Bubblefin wrasse","reef-associated","Corinae",3,10,NA,NA,14.6000003814697,NA,NA,NA,NA
1003739,218996,"Halichoeres pelicieri","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,25838,"Eupercaria incertae sedis","Labridae","Halichoeres","Randall & Smith, 1982",NA,"reef-associated","Corinae",NA,20,NA,NA,4.90000009536743,NA,NA,NA,NA
1003738,218997,"Halichoeres iridis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,12790,"Eupercaria incertae sedis","Labridae","Halichoeres","Randall & Smith, 1982",NA,"reef-associated","Corinae",6,43,20,NA,11.5,NA,NA,NA,NA
241303,218998,"Hemigymnus melapterus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5636,"Eupercaria incertae sedis","Labridae","Hemigymnus","(Bloch, 1791)","Blackeye thicklip","reef-associated","Corinae",0,30,5,30,39.5999984741211,NA,1321,24,28
290114,218999,"Hemigymnus fasciatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5635,"Eupercaria incertae sedis","Labridae","Hemigymnus","(Bloch, 1792)","Barred thicklip","reef-associated","Corinae",0,25,NA,NA,30,NA,NA,NA,NA
241499,219001,"Hologymnosus doliatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5638,"Eupercaria incertae sedis","Labridae","Hologymnosus","(Lacepède, 1801)","Pastel ringwrasse","reef-associated","Corinae",1,35,5,30,50,38,NA,25,28
317482,219003,"Hologymnosus annulatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5637,"Eupercaria incertae sedis","Labridae","Hologymnosus","(Lacepède, 1801)","Ring wrasse","reef-associated","Corinae",8,40,NA,NA,40,34,NA,25,28
990596,219004,"Iniistius pavo","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5613,"Eupercaria incertae sedis","Labridae","Iniistius","(Valenciennes, 1840)","Peacock wrasse","reef-associated","Xyrichtyinae",1,100,20,NA,42,NA,NA,24,28
241306,219013,"Labrichthys unilineatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5109,"Eupercaria incertae sedis","Labridae","Labrichthys","(Guichenot, 1847)","Tubelip wrasse","reef-associated",NA,0,20,NA,NA,17.5,NA,NA,NA,NA
241309,219014,"Labroides dimidiatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5459,"Eupercaria incertae sedis","Labridae","Labroides","(Valenciennes, 1839)","Bluestreak cleaner wrasse","reef-associated",NA,0,100,1,30,14,NA,NA,24,28
241308,219015,"Labroides bicolor","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5650,"Eupercaria incertae sedis","Labridae","Labroides","Fowler & Bean, 1928","Bicolor cleaner wrasse","reef-associated",NA,0,40,2,20,15,NA,NA,24,28
241314,219020,"Larabicus quadrilineatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,25788,"Eupercaria incertae sedis","Labridae","Larabicus","(Rüppell, 1835)","Fourline wrasse","reef-associated",NA,0,15,NA,NA,11.5,NA,NA,NA,NA
241319,219028,"Macropharyngodon meleagris","[]","-","long_list","sample_acquired","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4984,"Eupercaria incertae sedis","Labridae","Macropharyngodon","(Valenciennes, 1839)","Blackspotted wrasse","reef-associated","Corinae",0,60,0,30,15,NA,NA,24,28
241318,219029,"Macropharyngodon geoffroy","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7767,"Eupercaria incertae sedis","Labridae","Macropharyngodon","(Quoy & Gaimard, 1824)","Geoffroy's wrasse","reef-associated","Corinae",6,32,NA,NA,15,NA,NA,NA,NA
347723,219030,"Macropharyngodon cyanoguttatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,13136,"Eupercaria incertae sedis","Labridae","Macropharyngodon","Randall, 1978",NA,"reef-associated","Corinae",10,40,NA,NA,11.5,NA,NA,NA,NA
347722,219032,"Macropharyngodon bipartitus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2017-08-18 10:28:24,7801,"Eupercaria incertae sedis","Labridae","Macropharyngodon","Smith, 1957","Rare wrasse","reef-associated","Corinae",NA,30,NA,NA,13,NA,NA,NA,NA
241500,219035,"Novaculichthys taeniourus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5610,"Eupercaria incertae sedis","Labridae","Novaculichthys","(Lacepède, 1801)","Rockmover wrasse","reef-associated","Cheilininae",3,25,NA,14,30,NA,NA,24,28
997973,219037,"Oxycheilinus arenatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5595,"Eupercaria incertae sedis","Labridae","Oxycheilinus","(Valenciennes, 1840)","Speckled maori wrasse","reef-associated","Cheilininae",11,90,30,NA,21,NA,NA,NA,NA
241327,219039,"Oxycheilinus bimaculatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5596,"Eupercaria incertae sedis","Labridae","Oxycheilinus","(Valenciennes, 1840)","Two-spot wrasse","reef-associated","Cheilininae",2,120,NA,NA,16.3999996185303,NA,NA,NA,NA
1414480,219041,"Paracheilinus hemitaeniatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4846,"Eupercaria incertae sedis","Labridae","Paracheilinus","Randall & Harmelin-Vivien, 1977",NA,"reef-associated",NA,NA,42,10,30,NA,NA,NA,23,27
587065,219042,"Paracheilinus mccoskeri","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4842,"Eupercaria incertae sedis","Labridae","Paracheilinus","Randall & Harmelin-Vivien, 1977","McCosker's flasher","reef-associated",NA,5,50,5,40,8,NA,NA,25,28
1910780,219043,"Paracheilinus octotaenia","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4840,"Eupercaria incertae sedis","Labridae","Paracheilinus","Fourmanoir, 1955","Red Sea eightline flasher","reef-associated",NA,NA,NA,5,45,9,NA,NA,24,28
317478,219044,"Pseudocoris heteroptera","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,11620,"Eupercaria incertae sedis","Labridae","Pseudocoris","(Bleeker, 1857)","Torpedo wrasse","reef-associated","Corinae",2,54,15,24,20,15,NA,NA,NA
241337,219045,"Pseudocoris yamashiroi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5639,"Eupercaria incertae sedis","Labridae","Pseudocoris","(Schmidt, 1931)","Redspot wrasse","reef-associated","Corinae",5,90,NA,NA,16,NA,NA,NA,NA
188119,219046,"Pseudodax moluccanus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5594,"Eupercaria incertae sedis","Labridae","Pseudodax","(Valenciennes, 1840)","Chiseltooth wrasse","reef-associated","Pseudodacinae",3,60,4,40,30,NA,NA,24,28
241340,219048,"Pseudojuloides cerasinus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4851,"Eupercaria incertae sedis","Labridae","Pseudojuloides","(Snyder, 1904)","Smalltail wrasse","reef-associated","Corinae",2,104,NA,NA,8.96000003814697,NA,NA,NA,NA
1500732,219049,"Pseudojuloides xanthomos","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4852,"Eupercaria incertae sedis","Labridae","Pseudojuloides","Randall & Randall, 1981",NA,"reef-associated","Corinae",NA,25,NA,NA,6.5,NA,NA,NA,NA
423481,219052,"Pteragogus flagellifer","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8022,"Eupercaria incertae sedis","Labridae","Pteragogus","(Valenciennes, 1839)","Cocktail wrasse","reef-associated","Cheilininae",2,78,NA,NA,20,NA,NA,NA,NA
1981663,219053,"Pteragogus pelycus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8023,"Eupercaria incertae sedis","Labridae","Pteragogus","Randall, 1981","Sideburn wrasse","demersal","Cheilininae",NA,NA,NA,NA,15,NA,NA,NA,NA
202596,219054,"Pteragogus cryptus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5620,"Eupercaria incertae sedis","Labridae","Pteragogus","Randall, 1981","Cryptic wrasse","reef-associated","Cheilininae",2,67,NA,NA,9.5,NA,NA,NA,NA
2990405,219055,"Pteragogus taeniops","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8024,"Eupercaria incertae sedis","Labridae","Pteragogus","(Peters, 1855)","Cheekbar wrasse","demersal","Cheilininae",NA,NA,NA,NA,15,NA,NA,NA,NA
241349,219057,"Stethojulis trilineata","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,6622,"Eupercaria incertae sedis","Labridae","Stethojulis","(Bloch & Schneider, 1801)","Three-lined rainbowfish","reef-associated","Corinae",0,20,NA,NA,16.5,NA,NA,NA,NA
290115,219058,"Stethojulis albovittata","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8025,"Eupercaria incertae sedis","Labridae","Stethojulis","(Bonnaterre, 1788)","Bluelined wrasse","reef-associated","Corinae",2,15,NA,NA,14,NA,NA,NA,NA
347729,219060,"Stethojulis balteata","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7828,"Eupercaria incertae sedis","Labridae","Stethojulis","(Quoy & Gaimard, 1824)","Belted wrasse","reef-associated","Corinae",NA,22,NA,NA,15,NA,NA,NA,NA
997987,219061,"Stethojulis strigiventer","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5641,"Eupercaria incertae sedis","Labridae","Stethojulis","(Bennett, 1833)","Three-ribbon wrasse","reef-associated","Corinae",2,15,NA,NA,15,NA,NA,NA,NA
242813,219063,"Stethojulis interrupta","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,6633,"Eupercaria incertae sedis","Labridae","Stethojulis","(Bleeker, 1851)","Cutribbon wrasse","reef-associated","Corinae",NA,18,NA,NA,15.6000003814697,NA,NA,NA,NA
